address,apt,case,primary_offense,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,fid,lat,lon
1200 THEO DICKINSON DR,BLK,10006859,1,ZOM,INTOXICATED PERSON,2010-09-05,2010-09-05,0001,2010-09-05,0001,,25.7175523,-80.27766249999999
1231 THEO DICKINSON DR,PT909,10006890,1,ZOM,INTOXICATED PERSON,2010-09-07,2010-09-07,0225,2010-09-07,0225,,25.7169005,-80.280238
5665 PONCE DE LEON BLVD,,10006894,1,PRB,PROPERTY LOST,2010-09-07,2010-09-04,0001,2010-09-04,0001,,25.7127401,-80.2809083
5665 PONCE DE LEON BLVD,,10006939,1,ZOA,TRESPASS WARNING,2010-09-08,2010-09-08,1430,2010-09-08,1430,,25.7127401,-80.2809083
1231 THEO DICKINSON DR,,10006953,2,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2010-09-08,2010-09-08,1923,2010-09-08,1923,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10006953,1,DRB,DRUG SALE CONTROLLED SUBSTANCE,2010-09-08,2010-09-08,1923,2010-09-08,1923,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10006953,2,ZOK,SPECIAL INVESTIGATION,2010-09-08,2010-09-08,1923,2010-09-08,1923,,25.7169005,-80.280238
1231 THEO DICKINSON DR,310,10006977,2,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2010-09-09,2010-09-09,2050,2010-09-09,2050,,25.7169005,-80.280238
1231 THEO DICKINSON DR,310,10006977,1,DRB,DRUG SALE CONTROLLED SUBSTANCE,2010-09-09,2010-09-09,2050,2010-09-09,2050,,25.7169005,-80.280238
1231 THEO DICKINSON DR,310,10006977,2,PRA,PROPERTY FOUND IMPOUNDED,2010-09-09,2010-09-09,2050,2010-09-09,2050,,25.7169005,-80.280238
1231 THEO DICKINSON DR,310,10006977,2,ZOK,SPECIAL INVESTIGATION,2010-09-09,2010-09-09,2050,2010-09-09,2050,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10006981,1,ZOM,INTOXICATED PERSON,2010-09-10,2010-09-10,0050,2010-09-10,0050,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT907,10006983,1,ZOM,INTOXICATED PERSON,2010-09-10,2010-09-09,2330,2010-09-10,2330,,25.7169005,-80.280238
5600 PONCE DE LEON BLVD,BLK,10006985,1,ZOE,SUSPICIOUS INCIDENT,2010-09-10,2010-09-10,0230,2010-09-10,0230,,25.713698,-80.278328
1231 THEO DICKINSON DR,,10007024,1,PRA,PROPERTY FOUND IMPOUNDED,2010-09-11,2010-09-11,0200,2010-09-11,0200,,25.7169005,-80.280238
1211 THEO DICKINSON DR,,10007040,1,ZOM,INTOXICATED PERSON,2010-09-12,2010-09-12,0140,2010-09-12,0140,,25.716037,-80.27868200000002
1239 THEO DICKINSON DR,WT1009,10007038,1,PRA,PROPERTY FOUND IMPOUNDED,2010-09-12,2010-09-12,0120,2010-09-12,0120,,25.715591,-80.2816
1300 STANFORD DR,BLK,10007061,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2010-09-13,2010-09-13,1431,2010-09-13,1431,,25.7190316,-80.2762626
5665 PONCE DE LEON BLVD,,10007083,1,VEL,VEHICLE TRAFFIC CRASH,2010-09-14,2010-09-14,1055,2010-09-14,1055,,25.7127401,-80.2809083
1231 THEO DICKINSON DR,,10007122,1,ZOD,INCIDENT REPORT,2010-09-15,2010-09-15,1407,2010-09-15,1407,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT311,10007138,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,2010-09-16,2010-09-15,2300,2010-09-15,2300,,25.7169005,-80.280238
5185 PONCE DE LEON BLVD,,10007170,2,FDD,FD SICK INJURED PERSON,2010-09-16,2010-09-16,2300,2010-09-16,2300,,25.7179231,-80.2737624
5185 PONCE DE LEON BLVD,,10007170,1,ZOM,INTOXICATED PERSON,2010-09-16,2010-09-16,2300,2010-09-16,2300,,25.7179231,-80.2737624
1549 S ALHAMBRA CIR/PONCE DE LEON BLVD,,10007191,1,VEL,VEHICLE TRAFFIC CRASH,2010-09-17,2010-09-17,1453,2010-09-17,1453,,25.72149,-80.2683838
1239 THEO DICKINSON DR,,10007172,1,ZOM,INTOXICATED PERSON,2010-09-17,2010-09-17,0100,2010-09-17,0100,,25.715591,-80.2816
5501 SAN AMARO DR,,10007181,1,DIA,DISTURBANCE DOMESTIC,2010-09-17,2010-09-17,1235,2010-09-17,1235,,25.7187893,-80.2803368
5501 SAN AMARO DR,,10007181,2,ZOA,TRESPASS WARNING,2010-09-17,2010-09-17,1235,2010-09-17,1235,,25.7187893,-80.2803368
1231 THEO DICKINSON DR,,10007206,2,FDD,FD SICK INJURED PERSON,2010-09-18,2010-09-18,0240,2010-09-18,0240,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10007206,1,ZOM,INTOXICATED PERSON,2010-09-18,2010-09-18,0240,2010-09-18,0240,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT1003,10007227,1,FDD,FD SICK INJURED PERSON,2010-09-19,2010-09-19,0050,2010-09-19,0050,,25.7169005,-80.280238
1239 THEO DICKINSON DR,,10007241,1,FDD,FD SICK INJURED PERSON,2010-09-19,2010-09-19,2030,2010-09-19,2030,,25.715591,-80.2816
1211 THEO DICKINSON DR,,10007261,1,VEL,VEHICLE TRAFFIC CRASH,2010-09-20,2010-09-20,1548,2010-09-20,1548,,25.716037,-80.27868200000002
1239 THEO DICKINSON DR,,10007276,1,PRA,PROPERTY FOUND IMPOUNDED,2010-09-21,2010-09-21,0040,2010-09-21,0040,,25.715591,-80.2816
5665 PONCE DE LEON BLVD,,10007309,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2010-09-22,2010-09-22,1430,2010-09-22,1430,,25.7127401,-80.2809083
5665 PONCE DE LEON BLVD,,10007347,1,VEL,VEHICLE TRAFFIC CRASH,2010-09-23,2010-09-23,1703,2010-09-23,1703,,25.7127401,-80.2809083
5621 SAN AMARO DR,,10007342,1,ZOD,INCIDENT REPORT,2010-09-23,2010-09-23,1533,2010-09-23,1533,,25.7176426,-80.2826975
1527 LIGURIA AV,,10007370,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2010-09-24,2010-09-24,1451,2010-09-24,1451,,25.7132751,-80.28397120000001
1126 STANFORD DR/PONCE DE LEON BLVD,,10007361,1,VEL,VEHICLE TRAFFIC CRASH,2010-09-24,2010-09-24,1130,2010-09-24,1130,,25.72149,-80.2683838
5899 SAN AMARO DR/ALBENGA AV,,10007364,1,VEL,VEHICLE TRAFFIC CRASH,2010-09-24,2010-09-24,1319,2010-09-24,1319,,25.7139327,-80.2846277
1231 THEO DICKINSON DR,,10007374,1,ZOE,SUSPICIOUS INCIDENT,2010-09-25,2010-09-19,1700,2010-09-24,1700,,25.7169005,-80.280238
1311 MILLER DR,B452,10007403,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2010-09-25,2010-09-25,1500,2010-09-25,1500,,25.720387,-80.279546
6499 RED RD/LEVANTE AV,,10007410,1,VEB,VEHICLE HIT RUN,2010-09-26,2010-09-26,0036,2010-09-26,0036,,25.7103943,-80.2842866
1231 THEO DICKINSON DR,,10007412,2,FDD,FD SICK INJURED PERSON,2010-09-26,2010-09-25,2330,2010-09-26,2330,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,10007412,1,ZOM,INTOXICATED PERSON,2010-09-26,2010-09-25,2330,2010-09-26,2330,,25.7169005,-80.280238
1211 THEO DICKINSON DR,347,10007456,1,FDD,FD SICK INJURED PERSON,2010-09-27,2010-09-27,2322,2010-09-27,2322,,25.716037,-80.27868200000002
5475 PONCE DE LEON BLVD/S ALHAMBRA CIR,,10007495,1,VEL,VEHICLE TRAFFIC CRASH,2010-09-29,2010-09-29,0826,2010-09-29,0826,,25.7066993,-80.2732718
1200 STANFORD DR,BLK,10007509,1,VEL,VEHICLE TRAFFIC CRASH,2010-09-29,2010-09-29,1659,2010-09-29,1659,,25.7181127,-80.27525659999999
5665 PONCE DE LEON BLVD,,10007524,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2010-09-30,2010-09-30,1051,2010-09-30,1051,,25.7127401,-80.2809083
1599 BRESCIA AV/RED RD,,11000184,1,VEL,VEHICLE TRAFFIC CRASH,2011-01-08,2011-01-08,0000,1100-01-08,0000,,25.7102695,-80.28558149999999
6499 RED RD/LEVANTE AV,,11000401,1,ZZZ,VOID RECORDS USE ONLY,2011-01-18,2011-01-18,0000,2011-01-18,0000,,25.7103943,-80.2842866
1211 DICKINSON DR,,11000415,1,ZZZ,VOID RECORDS USE ONLY,2011-01-18,2011-01-18,0000,2011-01-18,0000,,25.716037,-80.27868200000002
1300 CAMPO SANO AV,BLK,11000435,1,VEL,VEHICLE TRAFFIC CRASH,2011-01-19,2011-01-19,0000,2011-01-19,0000,,25.7241863,-80.2785796
1400 MILLER RD,BLK,11000443,1,VEL,VEHICLE TRAFFIC CRASH,2011-01-19,2011-01-19,0000,2011-01-19,0000,,25.7186448,-80.28320149999999
5362 SAN AMARO DR/MILLER DR,,11000447,1,ZZZ,VOID RECORDS USE ONLY,2011-01-19,2011-01-19,0000,2011-01-19,0000,,25.7204519,-80.2789112
5399 PONCE DE LEON BLVD/DICKINSON DR,,11000460,1,VEL,VEHICLE TRAFFIC CRASH,2011-01-19,2011-01-19,0000,2011-01-19,0000,,25.7153261,-80.2803015
1299 DICKINSON DR/PONCE DE LEON BLVD,,11000467,1,VEL,VEHICLE TRAFFIC CRASH,2011-01-19,2011-01-19,0000,2011-01-19,0000,,25.72149,-80.2683838
1365 MEMORIAL DR,,11000483,1,VEL,VEHICLE TRAFFIC CRASH,2011-01-20,2011-01-20,0000,2011-01-20,0000,,25.7214386,-80.2799399
5199 PONCE DE LEON BLVD/STANFORD DR,,11000516,1,VEL,VEHICLE TRAFFIC CRASH,2011-01-21,2011-01-21,0000,2011-01-21,0000,,25.7186425,-80.27544449999999
1100 PISANO AV,,11000526,1,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2011-01-25,2011-01-25,1830,2011-01-21,1830,,25.7230306,-80.273949
1530 LIGURIA AV,,11000552,1,ZZZ,VOID RECORDS USE ONLY,2011-01-22,2011-01-22,0000,2011-01-22,0000,,25.7132082,-80.2844442
1101 STANFORD DR,511,11000559,1,PRA,PROPERTY FOUND IMPOUNDED,2011-01-23,2011-01-23,0522,2011-01-23,0522,,25.7183323,-80.27499759999999
1400 MILLER RD,BLK,11000590,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-01-24,2011-01-24,0000,2011-01-24,0000,,25.7186448,-80.28320149999999
5665 PONCE DE LEON BLVD,,11000615,1,ZZZ,VOID RECORDS USE ONLY,2011-01-25,2011-01-25,0000,2011-01-25,0000,,25.7127401,-80.2809083
5799 PONCE DE LEON BLVD/SAN AMARO DR,,11000621,1,THC,THEFT FROM MOTOR VEHICLE,2011-01-25,2011-01-25,2000,2011-01-25,2030,,25.7229037,-80.2809522
1101 STANFORD DR,,11000663,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-01-27,2011-01-27,0000,2011-01-27,0000,,25.7183323,-80.27499759999999
5799 PONCE DE LEON BLVD/SAN AMARO DR,,11000681,1,VEL,VEHICLE TRAFFIC CRASH,2011-01-27,2011-01-27,0000,2011-01-27,0000,,25.7229037,-80.2809522
1300 STANFORD DR,,11000712,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-01-28,2011-01-28,2045,2011-01-28,2045,,25.7190316,-80.2762626
5800 SAN AMARO DR,BLK,11000799,1,VEL,VEHICLE TRAFFIC CRASH,2011-02-01,2011-02-01,0000,2011-02-01,0000,,25.7150399,-80.283608
1300 CAMPO SANO AV,BLK,11000823,2,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2011-02-02,2011-02-02,0113,2011-02-02,0113,,25.7241863,-80.2785796
1300 CAMPO SANO AV,BLK,11000823,1,ZOB,WARRANT ARREST,2011-02-02,2011-02-02,0113,2011-02-02,0113,,25.7241863,-80.2785796
5665 PONCE DE LEON BLVD,,11000832,1,PRB,PROPERTY LOST,2011-02-02,2011-02-02,0000,2011-01-22,0000,,25.7127401,-80.2809083
1500 LEVANTE AV,BLK,11000833,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-02-02,2011-02-02,0000,2011-02-02,0000,,25.7112271,-80.2832435
6100 SAN AMARO DR,BLK,11000864,1,VEL,VEHICLE TRAFFIC CRASH,2011-02-03,2011-02-03,0000,2011-02-03,0000,,25.712174,-80.28349399999999
5199 CARILLO ST/PISANO AV,,11000914,1,VEL,VEHICLE TRAFFIC CRASH,2011-02-04,2011-02-04,0000,2011-02-04,0000,,25.7225892,-80.273206
6403 RED RD/SW 64TH ST,,11000924,1,VEL,VEHICLE TRAFFIC CRASH,2011-02-04,2011-02-04,0000,2011-02-04,0000,,25.7109707,-80.3016009
1311 MILLER DR,,11000992,1,VEL,VEHICLE TRAFFIC CRASH,2011-02-07,2011-02-07,0000,2011-02-07,0000,,25.720387,-80.279546
5250 UNIVERSITY DR,,11001011,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-02-08,2011-02-08,0000,2011-02-08,0000,,25.720281,-80.27595199999999
5998 RED RD/SW 60TH ST,,11001144,1,VEL,VEHICLE TRAFFIC CRASH,2011-02-12,2011-02-12,0000,2011-02-12,0000,,25.7146656,-80.3021119
5665 PONCE DE LEON BLVD,,11001202,1,ASA,ASSIST LAW AGENCY,2011-02-15,2011-02-15,1049,2011-02-15,1049,,25.7127401,-80.2809083
1211 DICKINSON DR,,11001209,1,VEB,VEHICLE HIT RUN,2011-02-15,2011-02-15,0000,2011-02-15,0000,,25.716037,-80.27868200000002
6102 RED RD/CORNICHE AV,,11001234,1,VEL,VEHICLE TRAFFIC CRASH,2011-02-16,2011-02-16,0000,2011-02-16,0000,,25.7146881,-80.2844238
1211 DICKINSON DR,,11001238,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-02-16,2011-02-16,0000,2011-02-16,0000,,25.716037,-80.27868200000002
6300 SAN AMARO DR,BLK,11001240,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-02-16,2011-02-16,0000,2011-02-16,0000,,25.7111151,-80.2831906
5616 PAVIA ST,,11001252,1,VEL,VEHICLE TRAFFIC CRASH,2011-02-16,2011-02-16,0000,2011-02-16,0000,,25.7181647,-80.2760863
5100 BRUNSON DR,,11001264,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-02-17,2011-02-17,0000,2011-02-17,0000,,25.7224132,-80.27591269999999
1211 DICKINSON DR,,11001267,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-02-17,2011-02-17,0000,2011-02-17,0000,,25.716037,-80.27868200000002
5399 PONCE DE LEON BLVD/DICKINSON DR,,11001276,1,VEL,VEHICLE TRAFFIC CRASH,2011-02-17,2011-02-17,0000,2011-02-17,0000,,25.7153261,-80.2803015
5225 LEVANTE,,11001384,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-02-22,2011-02-22,0000,2011-02-22,0000,,25.7103943,-80.2842866
5225 LEVANTE,,11001386,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-02-22,2011-02-22,0000,2011-02-22,0000,,25.7103943,-80.2842866
1365 MEMORIAL DR,,11001392,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-02-22,2011-02-22,0000,2011-02-22,0000,,25.7214386,-80.2799399
5501 SAN AMARO DR,,11001430,1,VEB,VEHICLE HIT RUN,2011-02-23,2011-02-23,0000,2011-02-23,0000,,25.7187893,-80.2803368
1221 WALSH AV,,11001431,1,VEL,VEHICLE TRAFFIC CRASH,2011-02-23,2011-02-23,0000,2011-02-23,0000,,25.71622,-80.2772944
1238 DICKINSON DR,,11001441,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-02-24,2011-02-24,0000,2011-02-24,0000,,25.7166006,-80.27955440000001
5475 PONCE DE LEON BLVD/S ALHAMBRA CIR,,11001457,1,VEL,VEHICLE TRAFFIC CRASH,2011-02-24,2011-02-24,0000,2011-02-24,0000,,25.7066993,-80.2732718
1400 MILLER RD,BLK,11001478,1,VEL,VEHICLE TRAFFIC CRASH,2011-02-25,2011-02-25,0000,2011-02-25,0000,,25.7186448,-80.28320149999999
1300 STANFORD DR,,11001566,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-02-28,2011-02-28,0000,2011-02-28,0000,,25.7190316,-80.2762626
5501 SAN AMARO DR,,11001576,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-03-01,2011-03-01,0000,2011-03-01,0000,,25.7187893,-80.2803368
5762 SW 59TH STREET,,11001578,1,PRB,PROPERTY LOST,2011-03-01,2011-03-01,2200,2011-02-24,2200,,25.715739,-80.287144
5700 PONCE DE LEON BLVD,BLK,11001628,1,FAL,FAMILY MISSING PERSON RECOVERY,2011-03-02,2011-03-02,1904,2011-03-02,1905,,25.7122517,-80.2804582
6300 SAN AMARO DR,BLK,11001630,2,STC,STOLEN PROPERTY RECOVERY,2011-03-02,2011-03-02,1919,2011-03-02,1919,,25.7111151,-80.2831906
6300 SAN AMARO DR,BLK,11001630,1,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2011-03-02,2011-03-02,1919,2011-03-02,1919,,25.7111151,-80.2831906
5665 PONCE DE LEON BLVD,,11001634,1,PRB,PROPERTY LOST,2011-03-03,2011-03-03,1530,2011-03-02,1630,,25.7127401,-80.2809083
1299 DICKINSON DR/PONCE DE LEON BLVD,,11001639,1,VEB,VEHICLE HIT RUN,2011-03-03,2011-03-03,0000,2011-03-03,0000,,25.72149,-80.2683838
5600 SAN AMARO DR,BLK,11001751,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-03-07,2011-03-07,0000,2011-03-07,0000,,25.7175681,-80.2829003
1400 MILLER RD,,11001823,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-03-09,2011-03-09,0000,2011-03-09,0000,,25.7186448,-80.28320149999999
1299 DICKINSON DR,,11001832,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-03-09,2011-03-09,0000,2011-03-09,0000,,25.7134716,-80.2792265
1315 MILLER DR,,11001881,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-03-11,2011-03-11,0000,2011-03-11,0000,,25.7202721,-80.2790816
5501 SAN AMARO DR,,11002028,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-03-17,2011-03-17,0000,2011-03-17,0000,,25.7187893,-80.2803368
5501 SAN AMARO DR,,11002074,1,ZZZ,VOID RECORDS USE ONLY,2011-03-20,2011-03-20,0000,2011-03-20,0000,,25.7187893,-80.2803368
5300 PONCE DE LEON BLVD,BLK,11002143,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-03-22,2011-03-22,0000,2011-03-22,0000,,25.7160042,-80.27593519999999
1300 CAMPO SANO AV,,11002152,1,VEL,VEHICLE TRAFFIC CRASH,2011-03-22,2011-03-22,0000,2011-03-22,0000,,25.7241863,-80.2785796
5600 SAN AMARO DR,BLK,11002201,2,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2011-03-28,2011-03-28,1500,2011-03-23,1652,,25.7175681,-80.2829003
5600 SAN AMARO DR,BLK,11002201,1,DRB,DRUG SALE CONTROLLED SUBSTANCE,2011-03-28,2011-03-28,1500,2011-03-23,1652,,25.7175681,-80.2829003
1241 DICKINSON DR,,11002205,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-03-24,2011-03-24,0500,2011-03-24,0505,,25.7151881,-80.2802987
5665 PONCE DE LEON BLVD,,11002211,1,PRB,PROPERTY LOST,2011-03-24,2011-03-24,0800,2011-03-16,1200,,25.7127401,-80.2809083
5699 SAN AMARO DR/ALHAMBRA CIR,,11002264,1,VEL,VEHICLE TRAFFIC CRASH,2011-03-25,2011-03-25,0000,2011-03-25,0000,,25.7351811,-80.2845098
5900 PONCE DE LEON BLVD,BLK,11002319,1,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2011-04-09,2011-04-09,2000,2011-03-26,2010,,25.7083447,-80.28537709999999
1239 DICKINSON DR,819,11002376,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2011-03-29,2011-03-29,0950,2011-03-29,0950,,25.715591,-80.2816
1239 DICKINSON DR,819,11002376,2,ZOK,SPECIAL INVESTIGATION,2011-03-29,2011-03-29,0950,2011-03-29,0950,,25.715591,-80.2816
5699 GEORGE E MERRICK ST/PONCE DE LEON BLVD,,11002408,1,VEL,VEHICLE TRAFFIC CRASH,2011-03-30,2011-03-30,0000,2011-03-30,0000,,25.72149,-80.2683838
1101 STANFORD DR,M700,11002439,1,FDD,FD SICK INJURED PERSON,2011-03-30,2011-03-30,2045,2011-03-30,2045,,25.7183323,-80.27499759999999
5821 SAN AMARO DR,,11002456,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-03-31,2011-03-31,0000,2011-03-31,0000,,25.714778,-80.28324909999999
1241 DICKINSON DR,,11002468,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-03-31,2011-03-31,0000,2011-03-31,0000,,25.7151881,-80.2802987
1500 LEVANTE AV,,11002469,1,VEL,VEHICLE TRAFFIC CRASH,2011-03-31,2011-03-31,0000,2011-03-31,0000,,25.7112271,-80.2832435
1241 DICKINSON DR,,11002553,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-04-04,2011-04-04,0000,2011-04-04,0000,,25.7151881,-80.2802987
1211 DICKINSON DR,,11002589,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-04-05,2011-04-05,0000,2011-04-05,0000,,25.716037,-80.27868200000002
5399 PONCE DE LEON BLVD/DICKINSON DR,,11002622,1,VEL,VEHICLE TRAFFIC CRASH,2011-04-06,2011-04-06,0000,2011-04-06,0000,,25.7153261,-80.2803015
5501 SAN AMARO DR,,11002694,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-04-08,2011-04-08,0000,2011-04-08,0000,,25.7187893,-80.2803368
5665 PONCE DE LEON BLVD,,11002736,1,ZZZ,VOID RECORDS USE ONLY,2011-04-10,2011-04-10,0000,2011-04-10,0000,,25.7127401,-80.2809083
6199 SAN AMARO DR/BRESCIA AV,,11002744,1,VEL,VEHICLE TRAFFIC CRASH,2011-04-11,2011-04-11,0000,2011-04-11,0000,,25.7117952,-80.28443659999999
5185 PONCE DE LEON BLVD,,11002785,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-04-12,2011-04-12,0000,2011-04-12,0000,,25.7179231,-80.2737624
1400 MILLER RD,BLK,11002844,1,VEL,VEHICLE TRAFFIC CRASH,2011-04-13,2011-04-13,0000,2011-04-13,0000,,25.7186448,-80.28320149999999
5821 SAN AMARO DR,,11002997,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-04-18,2011-04-18,0000,2011-04-18,0000,,25.714778,-80.28324909999999
1101 STANFORD DR,,11003022,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-04-19,2011-04-19,0000,2011-04-19,0000,,25.7183323,-80.27499759999999
1500 BRESCIA AV,,11003038,1,VEL,VEHICLE TRAFFIC CRASH,2011-04-19,2011-04-19,0000,2011-04-19,0000,,25.711436,-80.285039
1400 MILLER RD,BLK,11003051,1,VEL,VEHICLE TRAFFIC CRASH,2011-04-20,2011-04-20,0000,2011-04-20,0000,,25.7186448,-80.28320149999999
5821 SAN AMARO DR,,11003095,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-04-21,2011-04-21,0000,2011-04-21,0000,,25.714778,-80.28324909999999
6248 RED RD/LIGURIA AV,,11003103,1,VEL,VEHICLE TRAFFIC CRASH,2011-04-21,2011-04-21,0000,2011-04-21,0000,,25.7132491,-80.2841538
5849 SAN AMARO DR/CORNICHE AV,,11003127,1,VEL,VEHICLE TRAFFIC CRASH,2011-04-22,2011-04-22,0000,2011-04-22,0000,,25.7146881,-80.2844238
6000 SAN AMARO DR,BLK,11003243,1,ZOJ,BAKER MARCHMAN ACT,2011-04-27,2011-04-27,1059,2011-04-27,1059,,25.712888,-80.283523
5501 SAN AMARO DR,,11003247,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-04-27,2011-04-27,0000,2011-04-27,0000,,25.7187893,-80.2803368
5399 PONCE DE LEON BLVD/DICKINSON DR,,11003269,1,VEL,VEHICLE TRAFFIC CRASH,2011-04-27,2011-04-27,0000,2011-04-27,0000,,25.7153261,-80.2803015
1299 DICKINSON DR/PONCE DE LEON BLVD,,11003341,1,VEL,VEHICLE TRAFFIC CRASH,2011-04-29,2011-04-29,0000,2011-04-29,0000,,25.72149,-80.2683838
1200 DICKINSON DR,,11003371,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-04-30,2011-04-30,0000,2011-04-30,0000,,25.7175523,-80.27766249999999
1239 DICKINSON DR,RT208,11003512,1,PRA,PROPERTY FOUND IMPOUNDED,2011-05-05,2011-05-05,0100,2011-05-05,0100,,25.715591,-80.2816
5199 PONCE DE LEON BLVD/STANFORD DR,,11003635,1,VEL,VEHICLE TRAFFIC CRASH,2011-05-09,2011-05-09,0000,2011-05-09,0000,,25.7186425,-80.27544449999999
1300 STANFORD DR,BLK,11003674,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2011-05-10,2011-05-10,0000,2011-05-10,0000,,25.7190316,-80.2762626
1200 DICKINSON DR,BLK,11004032,1,ZZZ,VOID RECORDS USE ONLY,2011-05-23,2011-05-23,0000,2011-05-23,0000,,25.7175523,-80.27766249999999
5699 GEORGE E MERRICK ST/PONCE DE LEON BLVD,,11004083,1,VEL,VEHICLE TRAFFIC CRASH,2011-05-25,2011-05-25,0000,2011-05-25,0000,,25.72149,-80.2683838
1241 DICKINSON DR,,11004086,2,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2011-06-07,2011-06-07,1815,2011-05-25,1845,,25.7151881,-80.2802987
1241 DICKINSON DR,,11004086,2,DRB,DRUG SALE CONTROLLED SUBSTANCE,2011-06-07,2011-06-07,1815,2011-05-25,1845,,25.7151881,-80.2802987
1241 DICKINSON DR,,11004086,1,DRE,DRUG TRAFFICKING CONTROLLED SUBSTANCE,2011-06-07,2011-06-07,1815,2011-05-25,1845,,25.7151881,-80.2802987
1241 DICKINSON DR,,11004086,2,PRA,PROPERTY FOUND IMPOUNDED,2011-06-07,2011-06-07,1815,2011-05-25,1845,,25.7151881,-80.2802987
1241 DICKINSON DR,,11004086,1,ZOK,SPECIAL INVESTIGATION,2011-06-07,2011-06-07,1815,2011-05-25,1845,,25.7151881,-80.2802987
1399 MILLER DR/SAN AMARO DR,,11004350,1,ZZZ,VOID RECORDS USE ONLY,2011-06-04,2011-06-04,0000,2011-06-04,0000,,25.7229037,-80.2809522
6599 SAN AMARO DR/PONCE DE LEON BLVD,,11004493,1,ZZZ,VOID RECORDS USE ONLY,2011-06-10,2011-06-10,0000,2011-06-10,0000,,25.72149,-80.2683838
1549 S ALHAMBRA CIR/PONCE DE LEON BLVD,,11004541,1,ZZZ,VOID RECORDS USE ONLY,2011-06-11,2011-06-11,0000,2011-06-11,0000,,25.72149,-80.2683838
1231 DICKINSON DR,,11004689,1,ZOJ,BAKER MARCHMAN ACT,2011-06-17,2011-06-17,0235,2011-06-17,0236,,25.7169005,-80.280238
1400 MILLER RD,,11004755,1,VAC,VANDALISM TO PROPERTY,2011-06-20,2011-06-20,0000,2011-06-20,0800,,25.7186448,-80.28320149999999
