Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,date_rept,date_occ,date_fnd,FID,X,Y
5199 PONCE DE LEON BLVD/STANFORD DR,,09003653,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,05/ 8/09,05/08/09,05/08/09,#N/A,#N/A,#N/A
5199 PONCE DE LEON BLVD/STANFORD DR,,09003653,2,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,05/ 8/09,05/08/09,05/08/09,#N/A,#N/A,#N/A
5199 PONCE DE LEON BLVD/STANFORD DR,,09003653,2,XOM,OBSTRUCTION OF JUSTICE / RESIST ARREST / ESCAPE,07U,05/ 8/09,05/08/09,05/08/09,#N/A,#N/A,#N/A
5638 GEORGE E MERRICK ST,23U,09003673,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,05/ 8/09,05/07/09,05/07/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,09003706,1,ZOD,INCIDENT REPORT,07U,05/ 9/09,05/09/09,05/09/09,#N/A,#N/A,#N/A
5616 GEORGE E MERRICK ST,22K,09003717,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,05/10/09,05/10/09,05/10/09,#N/A,#N/A,#N/A
5616 GEORGE E MERRICK ST,22K,09003717,2,FRB,FRAUD BY FALSE PRETENSE,07U,05/10/09,05/10/09,05/10/09,#N/A,#N/A,#N/A
5616 GEORGE E MERRICK ST,22K,09003717,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,05/10/09,05/10/09,05/10/09,#N/A,#N/A,#N/A
1300 MEMORIAL DR,,09003727,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,05/10/09,05/10/09,05/10/09,16,893634.74199999997,505003.36800000002
5600 SAN AMARO DR,,09003752,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/11/09,05/11/09,05/11/09,#N/A,#N/A,#N/A
1100 STANFORD DR,BLK,09003741,1,ZOM,INTOXICATED PERSON,07U,05/11/09,05/11/09,05/11/09,#N/A,#N/A,#N/A
5600 MERRICK ST,21R,09003768,1,ZOJ,BAKER / MARCHMAN ACT,07U,05/11/09,05/11/09,05/11/09,#N/A,#N/A,#N/A
5821 SAN AMARO DR,,09003773,1,ZOA,TRESPASS WARNING,07U,05/11/09,05/11/09,05/11/09,#N/A,#N/A,#N/A
1111 MEMORIAL DR,,09003793,1,TVE,THEFT OF BICYCLE,07U,05/12/09,05/12/09,05/12/09,18,894105.66599999997,505505.27299999999
5665 PONCE DE LEON BLVD,,09003798,1,SCA,SIMPLE BATTERY,07U,05/12/09,05/12/09,05/12/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,09003798,2,XOT,TRESPASSING,07U,05/12/09,05/12/09,05/12/09,#N/A,#N/A,#N/A
6200 SAN AMARO DR,,09003811,1,ZOA,TRESPASS WARNING,07U,05/12/09,05/12/09,05/12/09,96,892059.28200000001,501423.57299999997
1300 CAMPO SANO AV,,09003813,1,FDC,FD OTHER FIRE,07U,05/12/09,05/12/09,05/12/09,#N/A,#N/A,#N/A
1311 MEMORIAL DR,,09003829,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/13/09,05/13/09,05/13/09,#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,09003815,1,ZOM,INTOXICATED PERSON,07U,05/13/09,05/13/09,05/13/09,81,892858.31700000004,503002.52299999999
6000 SAN AMARO DR,,09003816,1,ZOD,INCIDENT REPORT,07U,05/13/09,05/13/09,05/13/09,#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,PT306,09003851,1,BUA,BURGLARY RESIDENTIAL,07U,05/13/09,05/13/09,05/13/09,#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,PT306,09003851,2,THM,THEFT FROM BURGLARY,07U,05/13/09,05/13/09,05/13/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,,09003857,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,05/13/09,05/13/09,05/13/09,#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,09003860,1,VAC,VANDALISM TO PROPERTY,07U,05/14/09,05/14/09,05/14/09,#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,09003861,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,07U,05/14/09,05/14/09,05/14/09,#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,09003861,2,ZOA,TRESPASS WARNING,07U,05/14/09,05/14/09,05/14/09,#N/A,#N/A,#N/A
1535 LEVANTE AV,,09003891,1,ZOI,SUICIDE ATTEMPT / THREATS,07U,05/14/09,05/14/09,05/14/09,94,891627.89,501154.33500000002
5185 PONCE DE LEON BLVD,633,09003900,1,BUA,BURGLARY RESIDENTIAL,07U,05/14/09,05/14/09,05/14/09,#N/A,#N/A,#N/A
5185 PONCE DE LEON BLVD,633,09003900,2,THM,THEFT FROM BURGLARY,07U,05/14/09,05/14/09,05/14/09,#N/A,#N/A,#N/A
1500 LIGURIA AV,BLK,09003903,1,FDC,FD OTHER FIRE,07U,05/15/09,05/15/09,05/15/09,#N/A,#N/A,#N/A
1200 THEO DICKINSON DR,BLK,09003906,1,FDD,FD SICK/INJURED PERSON,07U,05/15/09,05/15/09,05/15/09,#N/A,#N/A,#N/A
5100 PONCE DE LEON BLVD,BLK,09003936,1,ASA,ASSIST LAW AGENCY,07U,05/16/09,05/16/09,05/16/09,#N/A,#N/A,#N/A
1300 MEMORIAL DR,,09003941,1,PRB,PROPERTY LOST,07U,05/16/09,05/14/09,05/16/09,16,893634.74199999997,505003.36800000002
1500 LIGURIA AV,BLK,09003954,1,THB,THEFT OF AUTO PART / ACCESSORY,07U,05/16/09,05/15/09,05/16/09,#N/A,#N/A,#N/A
5565 PONCE DE LEON BLVD,,09003956,1,ZOI,SUICIDE ATTEMPT / THREATS,07U,05/17/09,05/17/09,05/17/09,#N/A,#N/A,#N/A
1320 CAMPO SANO AV,,09003965,1,THG,THEFT FROM COIN OPERATED MACHINE,07U,05/17/09,05/14/09,05/17/09,#N/A,#N/A,#N/A
1531 LIGURIA AV,,09003974,1,VAC,VANDALISM TO PROPERTY,07U,05/17/09,05/16/09,05/17/09,#N/A,#N/A,#N/A
1320 CAMPO SANO AV,,09003994,1,XOT,TRESPASSING,07U,05/18/09,05/18/09,05/18/09,#N/A,#N/A,#N/A
1320 CAMPO SANO AV,,09003994,2,ZOB,WARRANT ARREST,07U,05/18/09,05/18/09,05/18/09,#N/A,#N/A,#N/A
5600 GEORGE E MERRICK ST,21R,09003999,1,ZOJ,BAKER / MARCHMAN ACT,07U,05/18/09,05/18/09,05/18/09,#N/A,#N/A,#N/A
1520 LIGURIA AV,,09004019,1,VAC,VANDALISM TO PROPERTY,07U,05/19/09,05/18/09,05/19/09,#N/A,#N/A,#N/A
5225 PONCE DE LEON BLVD,,09004022,1,ZOE,SUSPICIOUS INCIDENT,07U,05/19/09,05/19/09,05/19/09,53,894801.88399999996,503471.82400000002
1365 MEMORIAL DR,,09004035,1,TVE,THEFT OF BICYCLE,07U,05/19/09,05/19/09,05/19/09,#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,09004051,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/20/09,05/20/09,05/20/09,81,892858.31700000004,503002.52299999999
1575 LIGURIA AV,4204C,09004047,1,SCB,SIMPLE ASSAULT / THREATS,07U,05/20/09,05/20/09,05/20/09,105,891500.13199999998,502206.99300000002
1575 LIGURIA AV,4204C,09004047,2,VAA,VANDALISM TO STRUCTURE,07U,05/20/09,05/20/09,05/20/09,105,891500.13199999998,502206.99300000002
1575 LIGURIA AV,4204C,09004047,2,ZOA,TRESPASS WARNING,07U,05/20/09,05/20/09,05/20/09,105,891500.13199999998,502206.99300000002
1251 MEMORIAL DR,,09004053,1,TVE,THEFT OF BICYCLE,07U,05/20/09,05/19/09,05/19/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,09004058,1,PRB,PROPERTY LOST,07U,05/20/09,05/15/09,05/16/09,#N/A,#N/A,#N/A
1306 STANFORD DR,,09004063,1,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,05/20/09,05/20/09,05/20/09,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09004063,2,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/20/09,05/20/09,05/20/09,31,893821.40300000005,504487.02600000001
1500 ALBENGA AV,BLK,09004070,2,ALA,ALCOHOL JUVENILE VIOLATION,07U,05/21/09,05/21/09,05/21/09,#N/A,#N/A,#N/A
1500 ALBENGA AV,BLK,09004070,1,XOM,OBSTRUCTION OF JUSTICE / RESIST ARREST / ESCAPE,07U,05/21/09,05/21/09,05/21/09,#N/A,#N/A,#N/A
1500 ALBENGA AV,BLK,09004070,2,ZOD,INCIDENT REPORT,07U,05/21/09,05/21/09,05/21/09,#N/A,#N/A,#N/A
"5150 BRUNSON DR, LIRC",,09004096,1,ZOD,INCIDENT REPORT,07U,05/21/09,05/18/09,05/20/09,22,894535.49300000002,505370.87
5600 GRANADA BLVD,BLK,09004113,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,05/22/09,05/22/09,05/22/09,#N/A,#N/A,#N/A
5600 GRANADA BLVD,BLK,09004113,2,VEA,VEHICLE DRIVING / BOATING UNDER THE INFLUENCE,07U,05/22/09,05/22/09,05/22/09,#N/A,#N/A,#N/A
1500 CORNICHE AV,BLK,09004123,1,THC,THEFT FROM MOTOR VEHICLE,07U,05/22/09,05/22/09,05/22/09,#N/A,#N/A,#N/A
1500 CORNICHE AV,BLK,09004123,2,THK,THEFT OTHER,07U,05/22/09,05/22/09,05/22/09,#N/A,#N/A,#N/A
5600 TURIN ST,BLK,09004141,1,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,05/23/09,05/23/09,05/23/09,#N/A,#N/A,#N/A
5501 SAN AMARO DR,,09004185,1,ZOA,TRESPASS WARNING,07U,05/24/09,05/24/09,05/24/09,#N/A,#N/A,#N/A
1300 MEMORIAL DR,,09004212,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/26/09,05/26/09,05/26/09,16,893634.74199999997,505003.36800000002
1241 THEO DICKINSON DR,,09004208,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,05/26/09,05/26/09,05/26/09,81,892858.31700000004,503002.52299999999
1231 THEO DICKINSON DR,PT208,09004226,1,TVE,THEFT OF BICYCLE,07U,05/26/09,05/22/09,05/26/09,#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,09004243,1,TVE,THEFT OF BICYCLE,07U,05/27/09,05/27/09,05/27/09,81,892858.31700000004,503002.52299999999
1535 LEVANTE AV,,09004239,1,ZOA,TRESPASS WARNING,07U,05/27/09,05/27/09,05/27/09,94,891627.89,501154.33500000002
1306 STANFORD DR,,09004251,1,TVE,THEFT OF BICYCLE,07U,05/27/09,05/27/09,05/27/09,31,893821.40300000005,504487.02600000001
1211 THEO DICKINSON DR,,09004276,1,TVE,THEFT OF BICYCLE,07U,05/28/09,05/07/09,05/28/09,#N/A,#N/A,#N/A
5900 PONCE DE LEON BLVD,BLK,09004314,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,05/29/09,05/29/09,05/29/09,#N/A,#N/A,#N/A
5900 PONCE DE LEON BLVD,BLK,09004314,2,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,05/29/09,05/29/09,05/29/09,#N/A,#N/A,#N/A
5900 PONCE DE LEON BLVD,BLK,09004314,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,05/29/09,05/29/09,05/29/09,#N/A,#N/A,#N/A
5900 PONCE DE LEON BLVD,BLK,09004314,2,XOM,OBSTRUCTION OF JUSTICE / RESIST ARREST / ESCAPE,07U,05/29/09,05/29/09,05/29/09,#N/A,#N/A,#N/A
5900 PONCE DE LEON BLVD,BLK,09004314,2,ZOA,TRESPASS WARNING,07U,05/29/09,05/29/09,05/29/09,#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,09004330,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,05/30/09,05/30/09,05/30/09,81,892858.31700000004,503002.52299999999
1238 THEO DICKINSON DR,,09004332,2,XOS,LOITERING AND PROWLING /CURFEW VIOLATION,07U,05/30/09,05/30/09,05/30/09,64,893333.80900000001,503125.55
1238 THEO DICKINSON DR,,09004332,1,XOT,TRESPASSING,07U,05/30/09,05/30/09,05/30/09,64,893333.80900000001,503125.55
1238 THEO DICKINSON DR,,09004332,2,ZOA,TRESPASS WARNING,07U,05/30/09,05/30/09,05/30/09,64,893333.80900000001,503125.55
1306 STANFORD DR,,09004347,1,FAH,FAMILY JUVENILE INCIDENT,07U,05/31/09,05/31/09,05/31/09,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09004347,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,05/31/09,05/31/09,05/31/09,31,893821.40300000005,504487.02600000001
5050 BRUNSON DR,,09004372,1,THC,THEFT FROM MOTOR VEHICLE,07U,06/ 1/09,06/01/09,06/01/09,20,894420.18700000003,505665.27899999998
1320 CAMPO SANO AV,,09004374,1,THG,THEFT FROM COIN OPERATED MACHINE,07U,06/ 1/09,05/31/09,06/01/09,#N/A,#N/A,#N/A
1245 DAUER DR,,09004385,1,ZOG,DECEASED PERSON,07U,06/ 1/09,06/01/09,06/01/09,65,893424.071,502854.73300000001
5699 GEORGE E MERRICK ST/PONCE DE LEON BLVD,,09004390,1,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,06/ 2/09,06/02/09,06/02/09,#N/A,#N/A,#N/A
1550 BRESCIA AV,,09004400,1,ZOA,TRESPASS WARNING,07U,06/ 2/09,05/02/09,05/02/09,97,891684.67799999996,501443.87400000001
5000 BRUNSON DR,,09004402,1,ZOA,TRESPASS WARNING,07U,06/ 2/09,06/02/09,06/02/09,#N/A,#N/A,#N/A
5825 SAN AMARO DR,,09004449,1,ZOA,TRESPASS WARNING,07U,06/ 3/09,06/03/09,06/03/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,09004446,1,ZOA,TRESPASS WARNING,07U,06/ 3/09,06/03/09,06/03/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,09004498,1,FRL,FRAUD OTHER JURISDICTION,07U,06/ 5/09,01/30/09,05/15/09,#N/A,#N/A,#N/A
1300 MEMORIAL DR,,09004581,1,TVE,THEFT OF BICYCLE,07U,06/ 8/09,06/08/09,06/08/09,16,893634.74199999997,505003.36800000002
1306 STANFORD DR,245,09004612,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,06/ 9/09,06/09/09,06/09/09,31,893821.40300000005,504487.02600000001
5501 SAN AMARO DR,,09004613,1,PRC,PROPERTY DAMAGED,07U,06/ 9/09,06/02/09,06/09/09,#N/A,#N/A,#N/A
5821 SAN AMARO DR,,09004638,1,FRL,FRAUD OTHER JURISDICTION,07U,06/10/09,06/01/09,06/03/09,#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,09004648,2,THK,THEFT OTHER,07U,06/10/09,06/10/09,06/10/09,81,892858.31700000004,503002.52299999999
1241 THEO DICKINSON DR,,09004648,1,TVE,THEFT OF BICYCLE,07U,06/10/09,06/10/09,06/10/09,81,892858.31700000004,503002.52299999999
5800 SAN AMARO DR,,09004652,1,BUA,BURGLARY RESIDENTIAL,07U,06/10/09,06/07/09,06/10/09,#N/A,#N/A,#N/A
5800 SAN AMARO DR,,09004652,2,THM,THEFT FROM BURGLARY,07U,06/10/09,06/07/09,06/10/09,#N/A,#N/A,#N/A
5800 SAN AMARO DR,,09004652,2,VAA,VANDALISM TO STRUCTURE,07U,06/10/09,06/07/09,06/10/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,,09004684,1,FDD,FD SICK/INJURED PERSON,07U,06/11/09,06/11/09,06/11/09,#N/A,#N/A,#N/A
1500 LIGURIA AV,BLK,09004687,1,ZOA,TRESPASS WARNING,07U,06/12/09,06/12/09,06/12/09,#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,09004712,1,TVE,THEFT OF BICYCLE,07U,06/12/09,06/12/09,06/12/09,81,892858.31700000004,503002.52299999999
1611 MILLER DR,,09004777,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,06/16/09,06/16/09,06/16/09,#N/A,#N/A,#N/A
1300 STANFORD DR,BLK,09004789,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,06/16/09,06/16/09,06/16/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,219,09004818,1,FDD,FD SICK/INJURED PERSON,07U,06/17/09,06/17/09,06/17/09,#N/A,#N/A,#N/A
1306 STANFORD DR,,09004821,1,ZOE,SUSPICIOUS INCIDENT,07U,06/17/09,06/17/09,06/17/09,31,893821.40300000005,504487.02600000001
5600 GEORGE E MERRICK ST,BLK,09004838,1,ZOA,TRESPASS WARNING,07U,06/17/09,06/17/09,06/17/09,#N/A,#N/A,#N/A
1540 LEVANTE AV,,09004858,1,ZOE,SUSPICIOUS INCIDENT,07U,06/18/09,06/15/09,06/18/09,92,892004.78300000005,501116.19300000003
1111 MEMORIAL DR,,09004872,2,DIB,DISTURBANCE OTHER,07U,06/18/09,06/18/09,06/18/09,18,894105.66599999997,505505.27299999999
1111 MEMORIAL DR,,09004872,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,06/18/09,06/18/09,06/18/09,18,894105.66599999997,505505.27299999999
1330 MILLER DR,,09004881,1,ZOA,TRESPASS WARNING,07U,06/19/09,06/19/09,06/19/09,32,893531.48600000003,504366.55300000001
1301 MEMORIAL DR,,09004923,1,PRC,PROPERTY DAMAGED,07U,06/20/09,06/20/09,06/20/09,7,893366.68200000003,505369.12400000001
1231 THEO DICKINSON DR,1214,09004929,1,BUA,BURGLARY RESIDENTIAL,07U,06/20/09,06/18/09,06/18/09,#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,1214,09004929,2,THM,THEFT FROM BURGLARY,07U,06/20/09,06/18/09,06/18/09,#N/A,#N/A,#N/A
1245 DAUER DR,,09004968,1,ZOA,TRESPASS WARNING,07U,06/22/09,06/22/09,06/22/09,65,893424.071,502854.73300000001
5665 PONCE DE LEON BLVD,,09004982,1,PRB,PROPERTY LOST,07U,06/22/09,05/30/09,06/01/09,#N/A,#N/A,#N/A
1245 DAUER DR,,09005047,1,THA,THEFT OF AUTO TAG / REGISTRATION DECAL,07U,06/24/09,06/23/09,06/23/09,65,893424.071,502854.73300000001
5501 SAN AMARO DR,,09005101,1,FRD,FRAUD BY CREDIT CARD / ATM,07U,06/25/09,06/04/09,06/07/09,#N/A,#N/A,#N/A
1252 MEMORIAL DR,521,09005090,1,SCB,SIMPLE ASSAULT / THREATS,07U,06/26/09,06/25/09,06/25/09,17,893876.15800000005,505263.125
1239 THEO DICKINSON DR,,09005113,1,VAC,VANDALISM TO PROPERTY,07U,06/27/09,06/27/09,06/27/09,#N/A,#N/A,#N/A
5600 MERRICK STREET,,09005148,1,ZOJ,BAKER / MARCHMAN ACT,07U,06/29/09,06/29/09,06/29/09,#N/A,#N/A,#N/A
1300 CAMPO SANO DR,,09005161,1,THC,THEFT FROM MOTOR VEHICLE,07U,06/29/09,06/29/09,06/29/09,#N/A,#N/A,#N/A
1300 CAMPO SANO AV,,09005176,1,THC,THEFT FROM MOTOR VEHICLE,07U,06/30/09,06/30/09,06/30/09,#N/A,#N/A,#N/A
5600 MERRICK STREET,,09005180,1,THA,THEFT OF AUTO TAG / REGISTRATION DECAL,07U,06/30/09,06/30/09,06/30/09,#N/A,#N/A,#N/A
1565 LIGURIA AV,5106,09005222,1,FDD,FD SICK/INJURED PERSON,07U,07/ 2/09,07/02/09,07/02/09,106,891560.51199999999,502214.28499999997
1239 THEO DICKINSON DR,WT 404,09005240,1,BUA,BURGLARY RESIDENTIAL,07U,07/ 2/09,07/02/09,07/02/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,WT 404,09005240,2,THM,THEFT FROM BURGLARY,07U,07/ 2/09,07/02/09,07/02/09,#N/A,#N/A,#N/A
5700 PONCE DE LEON BLVD,BLK,09005264,1,THB,THEFT OF AUTO PART / ACCESSORY,07U,07/ 3/09,07/03/09,07/03/09,#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,09005269,1,PRB,PROPERTY LOST,07U,07/ 3/09,07/01/09,07/01/09,81,892858.31700000004,503002.52299999999
1560 LIGURIA AV,403,09005283,1,SCA,SIMPLE BATTERY,07U,07/ 4/09,07/04/09,07/04/09,103,891566.97100000002,501944.41700000002
5665 PONCE DE LEON BLVD,,09005303,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,07/ 6/09,07/06/09,07/06/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,09005309,1,THK,THEFT OTHER,07U,07/ 6/09,07/03/09,07/06/09,#N/A,#N/A,#N/A
1245 DAUER DR,,09005340,1,FDD,FD SICK/INJURED PERSON,07U,07/ 6/09,07/06/09,07/06/09,65,893424.071,502854.73300000001
5600 MERRICK ST,21-H,09005348,1,ZOE,SUSPICIOUS INCIDENT,07U,07/ 7/09,07/01/09,07/01/09,#N/A,#N/A,#N/A
1239 THEO DICKINSON DR,,09005366,1,FDD,FD SICK/INJURED PERSON,07U,07/ 7/09,07/07/09,07/07/09,#N/A,#N/A,#N/A
1306 STANFORD DR,,09005365,1,ZOE,SUSPICIOUS INCIDENT,07U,07/ 7/09,07/07/09,07/07/09,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09005389,1,THK,THEFT OTHER,07U,07/ 8/09,07/08/09,07/08/09,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09005389,2,ZOA,TRESPASS WARNING,07U,07/ 8/09,07/08/09,07/08/09,31,893821.40300000005,504487.02600000001
5665 PONCE DE LEON BLVD,,09005412,1,ZOE,SUSPICIOUS INCIDENT,07U,07/ 9/09,07/09/09,07/09/09,#N/A,#N/A,#N/A
5665 PONCE DE LEON BLVD,,09005448,1,FRL,FRAUD OTHER JURISDICTION,07U,07/10/09,07/07/09,07/07/09,#N/A,#N/A,#N/A
1312 MILLER DR,,09005453,1,ZOA,TRESPASS WARNING,07U,07/10/09,07/10/09,07/10/09,34,893200.60100000002,504423.66399999999
1320 CAMPO SANO AV,,09005502,1,THC,THEFT FROM MOTOR VEHICLE,07U,07/13/09,07/13/09,07/13/09,#N/A,#N/A,#N/A
6001 SAN AMARO DR,,09005509,1,THC,THEFT FROM MOTOR VEHICLE,07U,07/13/09,07/13/09,07/13/09,#N/A,#N/A,#N/A
1306 STANFORD DR,,09005541,1,PRB,PROPERTY LOST,07U,07/14/09,07/13/09,07/13/09,31,893821.40300000005,504487.02600000001
1320 CAMPO SANO AV,,09005550,1,ZOA,TRESPASS WARNING,07U,07/15/09,07/15/09,07/15/09,#N/A,#N/A,#N/A
1306 STANFORD DR,,09005556,1,THJ,THEFT BY SHOPLIFTING,07U,07/15/09,07/06/09,07/15/09,31,893821.40300000005,504487.02600000001
5850 SAN AMARO DR,203A,09005560,1,PRC,PROPERTY DAMAGED,07U,07/15/09,07/15/09,07/15/09,111,892024.495,502487.71799999999
5665 PONCE DE LEON BLVD,,09005588,1,SCE,SIMPLE HARASSMENT,07U,07/16/09,07/15/09,07/15/09,#N/A,#N/A,#N/A
5501 SAN AMARO DR,,09005615,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,07/17/09,07/17/09,07/17/09,#N/A,#N/A,#N/A
1238 THEO DICKINSON DR,,09005607,1,THC,THEFT FROM MOTOR VEHICLE,07U,07/17/09,07/16/09,07/17/09,64,893333.80900000001,503125.55
1306 STANFORD DR,,09005622,1,FDD,FD SICK/INJURED PERSON,07U,07/17/09,07/17/09,07/17/09,31,893821.40300000005,504487.02600000001
1238 THEO DICKINSON DR,,09005625,1,THC,THEFT FROM MOTOR VEHICLE,07U,07/17/09,07/16/09,07/17/09,64,893333.80900000001,503125.55
6299 SAN AMARO DR,,09005626,1,ZOA,TRESPASS WARNING,07U,07/17/09,07/17/09,07/17/09,#N/A,#N/A,#N/A
1231 THEO DICKINSON DR,,09005676,1,TVE,THEFT OF BICYCLE,07U,07/19/09,07/19/09,07/19/09,#N/A,#N/A,#N/A
1200 THEO DICKINSON DR,,09005683,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,07/20/09,07/20/09,07/20/09,#N/A,#N/A,#N/A
1306 STANFORD DR,,09005705,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,07/20/09,07/09/09,07/09/09,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09005705,1,THJ,THEFT BY SHOPLIFTING,07U,07/20/09,07/09/09,07/09/09,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09005705,1,ZOA,TRESPASS WARNING,07U,07/20/09,07/09/09,07/09/09,31,893821.40300000005,504487.02600000001
1306 STANFORD DR,,09005705,2,ZOA,TRESPASS WARNING,07U,07/20/09,07/09/09,07/09/09,31,893821.40300000005,504487.02600000001
5821 HURRICANE DR,,09005721,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,07/21/09,07/21/09,07/21/09,#N/A,#N/A,#N/A
1301 MEMORIAL DR,,09005709,1,SCB,SIMPLE ASSAULT / THREATS,07U,07/21/09,07/17/09,07/21/09,7,893366.68200000003,505369.12400000001
1301 MEMORIAL DR,,09005709,2,SCE,SIMPLE HARASSMENT,07U,07/21/09,07/17/09,07/21/09,7,893366.68200000003,505369.12400000001
1241 THEO DICKINSON DR,,09005749,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,07/22/09,07/22/09,07/22/09,81,892858.31700000004,503002.52299999999
1239 THEO DICKINSON DR,,09005742,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,07/22/09,07/22/09,07/22/09,#N/A,#N/A,#N/A
5700 PONCE DE LEON BLVD,BLK,09005756,1,THC,THEFT FROM MOTOR VEHICLE,07U,07/22/09,07/22/09,07/22/09,#N/A,#N/A,#N/A
1301 MEMORIAL DR,,09005760,1,VAB,VANDALISM TO VEHICLE,07U,07/22/09,07/22/09,07/22/09,7,893366.68200000003,505369.12400000001
1365 MEMORIAL DR,,09005780,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,07/23/09,07/23/09,07/23/09,#N/A,#N/A,#N/A
1560 LIGURIA AV,207,09005782,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,07/23/09,07/23/09,07/23/09,103,891566.97100000002,501944.41700000002
1549 S ALHAMBRA CIR/PONCE DE LEON BLVD,,09005784,1,VEC,VEHICLE TRAFFIC OFFENSE (NON-DUI),07U,07/23/09,07/23/09,07/23/09,#N/A,#N/A,#N/A
5501 SAN AMARO DR,,09005791,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,07/23/09,07/22/09,07/23/09,#N/A,#N/A,#N/A
1241 THEO DICKINSON DR,,09005793,1,TVE,THEFT OF BICYCLE,07U,07/23/09,07/23/09,07/23/09,81,892858.31700000004,503002.52299999999
5030 SAN AMARO DR,209,09005842,1,FDD,FD SICK/INJURED PERSON,07U,07/26/09,07/26/09,07/26/09,#N/A,#N/A,#N/A
1585 ALBENGA AV,,09005849,1,ZOA,TRESPASS WARNING,07U,07/27/09,07/27/09,07/27/09,107,891478.31499999994,502478.739
