ADDRESS,Apt,Caee,Primary Offense,Off_Code,Offense,tract,repdate,date_rept,date_occu,hour_occu,dow1,date_fnd,hour_fnd,,,,,
1300 STANFORD DR,BLK,11009698,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,12/ 9/2011,11/12/09,[$-409]00:00 a12/p12,[$-409]00:00 a12/p12,12/ 9/2011,[$-409]00:00 a12/p12,,,,,
1560 LIGURIA AV,108,11009712,1,ZOD,INCIDENT REPORT,07U,,12/10/2011,11/12/10,[$-409]04:00 a11/p11,[$-409]04:00 a11/p11,12/10/2011,[$-409]04:05 a12/p12,,,,,
5183 PONCE DE LEON BLVD,,11009733,1,VAB,VANDALISM TO VEHICLE,07U,,12/10/2011,11/12/10,[$-409]17:00 a12/p12,[$-409]17:00 a12/p12,12/10/2011,[$-409]17:00 a12/p12,49,895569.78700000001,504323.94,,
1239 DICKINSON DR,WT902,11009738,1,FDD,FD SICK/INJURED PERSON,07U,,12/10/2011,11/12/10,[$-409]19:50 a12/p12,[$-409]19:50 a12/p12,12/10/2011,[$-409]20:45 a12/p12,76,892865.95600000001,503580.26199999999,,
1200 DICKINSON DR,BLK,11009746,1,SCA,SIMPLE BATTERY,07U,,12/11/2011,11/12/11,[$-409]04:30 a12/p12,[$-409]04:30 a12/p12,12/11/2011,[$-409]05:00 a12/p12,,,,,
1228 DICKINSON DR,,11009756,1,THC,THEFT FROM MOTOR VEHICLE,07U,,12/11/2011,11/12/11,[$-409]03:00 a12/p12,[$-409]03:00 a12/p12,12/10/2011,[$-409]22:15 a12/p12,63,893509.95700000005,503319.49900000001,,
1500 DELGADO AV/SAN AMARO DR,,11009765,1,VEL,VEHICLE TRAFFIC CRASH,07U,,12/11/2011,11/12/11,[$-409]00:00 a12/p12,[$-409]00:00 a12/p12,12/11/2011,[$-409]00:00 a12/p12,,,,,
1101 STANFORD DR,,11009782,1,VAB,VANDALISM TO VEHICLE,07U,,12/12/2011,11/12/12,[$-409]07:15 a12/p12,[$-409]07:15 a12/p12,12/12/2011,[$-409]11:15 a12/p12,607,895367.09600000002,504128.28899999999,,
1306 STANFORD DR,,11009790,1,THK,THEFT OTHER,07U,,12/12/2011,11/12/12,[$-409]15:00 a12/p12,[$-409]15:00 a12/p12,12/11/2011,[$-409]15:05 a12/p12,889,893849.723,504355.50400000002,,
5501 SAN AMARO DR,,11009801,1,PRB,PROPERTY LOST,07U,,12/12/2011,11/12/12,[$-409]16:00 a12/p12,[$-409]16:00 a12/p12,12/ 5/2011,[$-409]13:00 a12/p12,,,,,
1251 MEMORIAL DR,,11009814,1,FDD,FD SICK/INJURED PERSON,07U,,12/13/2011,11/12/13,[$-409]05:25 a12/p12,[$-409]05:25 a12/p12,12/13/2011,[$-409]06:20 a12/p12,,,,,
5615 PAVIA ST,,11009818,1,VEL,VEHICLE TRAFFIC CRASH,07U,,12/13/2011,11/12/13,[$-409]00:00 a12/p12,[$-409]00:00 a12/p12,12/13/2011,[$-409]00:00 a12/p12,,,,,
1500 LIGURIA AV,BLK,11009823,1,DRF,DRUG POSSESSION OF PARAPHERNALIA / EQUIPMENT,07U,,12/13/2011,11/12/13,[$-409]11:11 a12/p12,[$-409]11:11 a12/p12,12/13/2011,[$-409]11:18 a12/p12,,,,,
1300 MEMORIAL DR,,11009830,1,FDD,FD SICK/INJURED PERSON,07U,,12/13/2011,11/12/13,[$-409]13:59 a12/p12,[$-409]13:59 a12/p12,12/13/2011,[$-409]13:59 a12/p12,,,,,
1101 STANFORD DR,737,11009851,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,12/13/2011,11/12/13,[$-409]18:45 a12/p12,[$-409]18:45 a12/p12,12/13/2011,[$-409]22:30 a12/p12,131,895221.08200000005,503966.17599999998,,
1101 STANFORD DR,737,11009851,2,VAC,VANDALISM TO PROPERTY,07U,,12/13/2011,11/12/13,[$-409]18:45 a12/p12,[$-409]18:45 a12/p12,12/13/2011,[$-409]22:30 a12/p12,131,895221.08200000005,503966.17599999998,,
1239 DICKINSON DR,RT310,11009852,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/14/2011,11/12/14,[$-409]00:47 a12/p12,[$-409]00:47 a12/p12,12/14/2011,[$-409]01:38 a12/p12,73,892981.07499999995,503526.10499999998,,
1231 DICKINSON DR,,11009885,2,FDD,FD SICK/INJURED PERSON,07U,,12/15/2011,11/12/15,[$-409]04:53 a12/p12,[$-409]04:53 a12/p12,12/15/2011,[$-409]04:53 a12/p12,71,893300.82700000005,503382.65600000002,,
1231 DICKINSON DR,,11009885,1,ZOM,INTOXICATED PERSON,07U,,12/15/2011,11/12/15,[$-409]04:53 a12/p12,[$-409]04:53 a12/p12,12/15/2011,[$-409]04:53 a12/p12,71,893300.82700000005,503382.65600000002,,
1239 DICKINSON DR,514,11009896,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,12/15/2011,11/12/15,[$-409]12:30 a12/p12,[$-409]12:30 a12/p12,12/15/2011,[$-409]12:30 a12/p12,76,892865.95600000001,503580.26199999999,,
5185 PONCE DE LEON BLVD,300,11009899,1,ZOD,INCIDENT REPORT,07U,,12/15/2011,11/12/15,[$-409]01:00 a08/p08,[$-409]01:00 a08/p08,12/15/2011,[$-409]12:30 a12/p12,,,,,
5030 BRUNSON DR,,11009901,1,FDD,FD SICK/INJURED PERSON,07U,,12/16/2011,11/12/16,[$-409]13:35 a12/p12,[$-409]13:35 a12/p12,12/15/2011,[$-409]13:38 a12/p12,,,,,
5821 SAN AMARO DR,200,11009938,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,12/16/2011,11/12/16,[$-409]12:00 a12/p12,[$-409]12:00 a12/p12,12/ 9/2011,[$-409]12:14 a12/p12,82,892358.66299999994,502658.90399999998,,
1306 STANFORD DR,,11009944,2,ZOA,TRESPASS WARNING,07U,,12/16/2011,11/12/16,[$-409]18:30 a12/p12,[$-409]18:30 a12/p12,12/16/2011,[$-409]18:45 a12/p12,,,,,
1306 STANFORD DR,,11009944,1,ZOB,WARRANT ARREST,07U,,12/16/2011,11/12/16,[$-409]18:30 a12/p12,[$-409]18:30 a12/p12,12/16/2011,[$-409]18:45 a12/p12,,,,,
1111 MEMORIAL DR,,11009965,1,FDD,FD SICK/INJURED PERSON,07U,,12/17/2011,11/12/17,[$-409]16:04 a12/p12,[$-409]16:04 a12/p12,12/17/2011,[$-409]16:04 a12/p12,,,,,
5665 PONCE DE LEON BLVD,,11009995,1,ZOA,TRESPASS WARNING,07U,,12/18/2011,11/12/18,[$-409]08:48 a12/p12,[$-409]08:48 a12/p12,12/18/2011,[$-409]08:48 a12/p12,,,,,
5831 PONCE DE LEON BLVD,,11010040,2,ZOD,INCIDENT REPORT,07U,,12/20/2011,11/12/20,[$-409]16:59 a12/p12,[$-409]16:59 a12/p12,12/20/2011,[$-409]16:59 a12/p12,,,,,
5831 PONCE DE LEON BLVD,,11010040,1,STC,STOLEN PROPERTY RECOVERY,07U,,12/20/2011,11/12/20,[$-409]16:59 a12/p12,[$-409]16:59 a12/p12,12/20/2011,[$-409]16:59 a12/p12,,,,,
5299 PISANO AV/CAMPO SANO AV,,11010042,1,VEB,VEHICLE HIT & RUN,07U,,12/20/2011,11/12/20,[$-409]00:00 a12/p12,[$-409]00:00 a12/p12,12/20/2011,[$-409]00:00 a12/p12,,,,,
5615 PAVIA ST,,11010100,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,12/22/2011,11/12/22,[$-409]00:00 a12/p12,[$-409]00:00 a12/p12,12/22/2011,[$-409]00:00 a12/p12,,,,,
1200 DICKINSON DR/GEORGE E MERRICK ST,,11010202,1,ZOA,TRESPASS WARNING,07U,,12/28/2011,11/12/28,[$-409]09:21 a12/p12,[$-409]09:21 a12/p12,12/28/2011,[$-409]09:21 a12/p12,,,,,
5500 PONCE DE LEON BLVD,BLK,11010228,1,ZOJ,BAKER / MARCHMAN ACT,07U,,12/29/2011,11/12/29,[$-409]00:30 a12/p12,[$-409]00:30 a12/p12,12/29/2011,[$-409]00:35 a12/p12,,,,,
5500 PONCE DE LEON BLVD,BLK,11010228,2,ZOA,TRESPASS WARNING,07U,,12/29/2011,11/12/29,[$-409]00:30 a12/p12,[$-409]00:30 a12/p12,12/29/2011,[$-409]00:35 a12/p12,,,,,
1231 DICKINSON DRIVE,,12000086,1,PRC,PROPERTY DAMAGED,07U,,01/ 5/2012,12/01/05,[$-409]09:00 a12/p12,[$-409]09:00 a12/p12,01/ 5/2012,[$-409]13:50 a01/p01,,,,,
1231 DICKIINSON DR,MT1208,12000422,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,01/18/2012,12/01/18,[$-409]00:10 a01/p01,[$-409]00:10 a01/p01,01/18/2012,[$-409]00:20 a01/p01,70,893261.76699999999,503552.82699999999,,
5200 UNIVERSITY DR,,12000424,1,ZOM,INTOXICATED PERSON,07U,,01/18/2012,12/01/18,[$-409]03:24 a01/p01,[$-409]03:24 a01/p01,01/18/2012,[$-409]03:24 a01/p01,,,,,
1311 MILLER DR,,12000773,1,SCE,SIMPLE HARASSMENT,07U,,01/30/2012,12/01/30,[$-409]15:23 a01/p01,[$-409]15:23 a01/p01,01/26/2012,[$-409]15:23 a01/p01,11,893237.66,504807.88199999998,,
1239 DICKINSON DR,,12000819,1,ZOM,INTOXICATED PERSON,07U,,01/31/2012,12/01/31,[$-409]23:03 a01/p01,[$-409]23:03 a01/p01,01/31/2012,[$-409]23:03 a01/p01,,,,,
1300 MEMORIAL DR,,12000947,1,ZOA,TRESPASS WARNING,07U,,02/ 5/2012,12/02/05,[$-409]19:27 a02/p02,[$-409]19:27 a02/p02,02/ 5/2012,[$-409]19:29 a02/p02,,,,,
1520 LIGURIA AV,,12001012,1,DIB,DISTURBANCE OTHER,07U,,02/ 8/2012,12/02/08,[$-409]00:21 a02/p02,[$-409]00:21 a02/p02,02/ 8/2012,[$-409]00:21 a02/p02,,,,,
1239 DICKINSON DR,RT 215,12001069,1,SCA,SIMPLE BATTERY,07U,,02/ 9/2012,12/02/09,[$-409]03:00 a02/p02,[$-409]03:00 a02/p02,02/ 9/2012,[$-409]16:00 a02/p02,73,892981.07499999995,503526.10499999998,,
1239 DICKINSON DR,RT 215,12001069,2,ZOA,TRESPASS WARNING,07U,,02/ 9/2012,12/02/09,[$-409]03:00 a02/p02,[$-409]03:00 a02/p02,02/ 9/2012,[$-409]16:00 a02/p02,,,,,
1211 DICKINSON DR,301,12001243,1,BUA,BURGLARY RESIDENTIAL,07U,,02/15/2012,12/02/15,[$-409]10:00 a01/p01,[$-409]10:00 a01/p01,01/31/2012,[$-409]20:00 a01/p01,67,893671.82799999998,503718.77100000001,,
1211 DICKINSON DR,301,12001243,2,THM,THEFT FROM BURGLARY,07U,,02/15/2012,12/02/15,[$-409]10:00 a01/p01,[$-409]10:00 a01/p01,01/31/2012,[$-409]20:00 a01/p01,67,893671.82799999998,503718.77100000001,,
5500 MERRICK WAY,,12001374,1,ZOD,INCIDENT REPORT,07U,,02/20/2012,12/02/20,[$-409]09:00 a02/p02,[$-409]09:00 a02/p02,02/20/2012,[$-409]09:00 a02/p02,55,894213.16599999997,503867.28399999999,,
1527 ALBENGA AV,,12002139,1,THA,THEFT OF AUTO TAG / REGISTRATION DECAL,07U,,03/19/2012,12/03/19,[$-409]15:00 a03/p03,[$-409]15:00 a03/p03,03/19/2012,[$-409]11:00 a03/p03,110,891783.19900000002,502422.848,,
1231 DICKINSON DR,,12002248,1,PRB,PROPERTY LOST,07U,,03/22/2012,12/03/22,[$-409]16:31 a03/p03,[$-409]16:31 a03/p03,03/22/2012,[$-409]17:20 a03/p03,,,,,
1239 DICKINSON DR,,12002478,2,FDD,FD SICK/INJURED PERSON,07U,,03/30/2012,12/03/30,[$-409]22:00 a03/p03,[$-409]22:00 a03/p03,03/30/2012,[$-409]02:00 a03/p03,76,892865.95600000001,503580.26199999999,,
1239 DICKINSON DR,,12002478,1,ZOM,INTOXICATED PERSON,07U,,03/30/2012,12/03/30,[$-409]22:00 a03/p03,[$-409]22:00 a03/p03,03/30/2012,[$-409]02:00 a03/p03,76,892865.95600000001,503580.26199999999,,
1585 ALBENGA AV,311,12002558,1,BUA,BURGLARY RESIDENTIAL,07U,,04/ 1/2012,12/04/01,[$-409]03:00 a04/p04,[$-409]03:00 a04/p04,04/ 1/2012,[$-409]04:07 a04/p04,107,891478.31499999994,502478.739,,
1585 ALBENGA AV,311,12002558,2,THM,THEFT FROM BURGLARY,07U,,04/ 1/2012,12/04/01,[$-409]03:00 a04/p04,[$-409]03:00 a04/p04,04/ 1/2012,[$-409]04:07 a04/p04,107,891478.31499999994,502478.739,,
5700 PONCE DE LEON BLVD,BLK,12002650,1,VEL,VEHICLE TRAFFIC CRASH,07U,,04/23/2012,12/04/23,[$-409]19:41 a04/p04,[$-409]19:41 a04/p04,04/ 3/2012,[$-409]19:41 a04/p04,,,,,
1239 DICKINSON DR,W605,12003107,1,BUA,BURGLARY RESIDENTIAL,07U,,04/18/2012,12/04/18,[$-409]20:00 a04/p04,[$-409]20:00 a04/p04,04/15/2012,[$-409]14:00 a04/p04,74,892974.25199999998,503706.15500000003,,
1239 DICKINSON DR,W605,12003107,2,THM,THEFT FROM BURGLARY,07U,,04/18/2012,12/04/18,[$-409]20:00 a04/p04,[$-409]20:00 a04/p04,04/15/2012,[$-409]14:00 a04/p04,74,892974.25199999998,503706.15500000003,,
5250 UNIVERSITY DR,103,12003315,1,PRB,PROPERTY LOST,07U,,04/24/2012,12/04/24,[$-409]17:20 a04/p04,[$-409]17:20 a04/p04,04/23/2012,[$-409]19:30 a04/p04,30,894450.64800000004,504671.13099999999,,
1200 STANFORD DR,BLK,12003516,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,05/ 1/2012,12/05/01,[$-409]00:00 a05/p05,[$-409]00:00 a05/p05,05/ 1/2012,[$-409]00:00 a05/p05,,,,,
1300 MEMORIAL DR,,12003608,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,05/ 4/2012,12/05/04,[$-409]00:00 a05/p05,[$-409]00:00 a05/p05,05/ 4/2012,[$-409]00:00 a05/p05,,,,,
1231 DICKINSON DR,MT 1107,12003749,1,PRB,PROPERTY LOST,07U,,05/ 9/2012,12/05/09,[$-409]11:30 a05/p05,[$-409]11:30 a05/p05,05/ 9/2012,[$-409]21:45 a05/p05,70,893261.76699999999,503552.82699999999,,
1245 DAUR DR,,12003798,1,THC,THEFT FROM MOTOR VEHICLE,07U,,05/11/2012,12/05/11,[$-409]15:30 a05/p05,[$-409]15:30 a05/p05,05/10/2012,[$-409]18:10 a05/p05,724,893105.12899999996,502610.712,,
1231 DICKINSON DR,PT 1219,12003919,1,BUA,BURGLARY RESIDENTIAL,07U,,05/15/2012,12/05/15,[$-409]13:00 a05/p05,[$-409]13:00 a05/p05,05/15/2012,[$-409]11:00 a05/p05,71,893300.82700000005,503382.65600000002,,
1231 DICKINSON DR,PT 1219,12003919,2,THM,THEFT FROM BURGLARY,07U,,05/15/2012,12/05/15,[$-409]13:00 a05/p05,[$-409]13:00 a05/p05,05/15/2012,[$-409]11:00 a05/p05,71,893300.82700000005,503382.65600000002,,
5185 PONCE DE LEON BLVD,,12004075,1,FDC,FD OTHER FIRE,07U,,05/21/2012,12/05/21,[$-409]08:30 a05/p05,[$-409]08:30 a05/p05,05/21/2012,[$-409]08:30 a05/p05,,,,,
1239 DICKINSON DR,,12005035,1,ZOA,TRESPASS WARNING,07U,,06/27/2012,12/06/27,[$-409]12:15 a06/p06,[$-409]12:15 a06/p06,06/27/2012,[$-409]12:15 a06/p06,,,,,
1300 STANFORD DR,BLK,12005171,1,VEL,VEHICLE TRAFFIC CRASH,07U,,07/ 3/2012,12/07/03,[$-409]00:00 a07/p07,[$-409]00:00 a07/p07,07/ 3/2012,[$-409]00:00 a07/p07,,,,,
1100 STANFORD DR,,12005205,1,ZOD,INCIDENT REPORT,07U,,07/ 5/2012,12/07/05,[$-409]17:15 a07/p07,[$-409]17:15 a07/p07,07/ 5/2012,[$-409]10:50 a07/p07,,,,,
1356 MEMORIAL DR,302,12005224,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,07/ 5/2012,12/07/05,[$-409]19:00 a07/p07,[$-409]19:00 a07/p07,07/ 5/2012,[$-409]19:00 a07/p07,5,893251.52300000004,505110.245,,
5250 BRUNSON DR,,12005240,1,PRC,PROPERTY DAMAGED,07U,,07/ 6/2012,12/07/06,[$-409]21:30 a07/p07,[$-409]21:30 a07/p07,07/ 6/2012,[$-409]12:00 a07/p07,,,,,
1300 MEMORIAL DR,,12005249,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,07/ 6/2012,12/07/06,[$-409]00:00 a07/p07,[$-409]00:00 a07/p07,07/ 6/2012,[$-409]00:00 a07/p07,,,,,
1250 STANFORD DR,,12005251,1,ZOD,INCIDENT REPORT,07U,,07/ 6/2012,12/07/06,[$-409]17:15 a07/p07,[$-409]17:15 a07/p07,07/ 6/2012,[$-409]17:15 a07/p07,,,,,
5850 SAN AMARO DR,,12005266,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,07/ 7/2012,12/07/07,[$-409]08:50 a07/p07,[$-409]08:50 a07/p07,07/ 7/2012,[$-409]08:50 a07/p07,491,891987.27599999995,502597.71899999998,,
1211 DICKINSON DR,209,12005274,1,ZOM,INTOXICATED PERSON,07U,,07/ 8/2012,12/07/08,[$-409]05:30 a07/p07,[$-409]05:30 a07/p07,07/ 8/2012,[$-409]05:35 a07/p07,,,,,
1300 MEMORIAL DR,,12005297,1,PRB,PROPERTY LOST,07U,,07/ 9/2012,12/07/09,[$-409]17:10 a07/p07,[$-409]17:10 a07/p07,07/ 6/2012,[$-409]17:30 a07/p07,16,893634.74199999997,505003.36800000002,,
1300 STANFORD DR,,12005313,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,07/ 9/2012,12/07/09,[$-409]00:00 a07/p07,[$-409]00:00 a07/p07,07/ 9/2012,[$-409]00:00 a07/p07,,,,,
1301 MEMORIAL DR,,12005360,1,THC,THEFT FROM MOTOR VEHICLE,07U,,07/11/2012,12/07/11,[$-409]12:30 a07/p07,[$-409]12:30 a07/p07,07/11/2012,[$-409]16:30 a07/p07,445,893250.39199999999,505533.79700000002,,
1500 ALBENGA AV,,12005403,1,VAB,VANDALISM TO VEHICLE,07U,,07/13/2012,12/07/13,[$-409]23:00 a07/p07,[$-409]23:00 a07/p07,07/13/2012,[$-409]12:50 a07/p07,,,,,
5183 PONCE DE LEON BLVD,,12005459,1,PRB,PROPERTY LOST,07U,,07/16/2012,12/07/16,[$-409]12:00 a07/p07,[$-409]12:00 a07/p07,07/16/2012,[$-409]08:20 a07/p07,710,895710.24,504260.94199999998,,
5202 UNIVERSITY DR,,12005505,1,FDD,FD SICK/INJURED PERSON,07U,,07/17/2012,12/07/17,[$-409]13:30 a07/p07,[$-409]13:30 a07/p07,07/17/2012,[$-409]13:32 a07/p07,27,894455.40899999999,504947.43699999998,,
1251 MEMORIAL DR,,12005536,1,TVE,THEFT OF BICYCLE,07U,,07/18/2012,12/07/18,[$-409]17:30 a07/p07,[$-409]17:30 a07/p07,07/18/2012,[$-409]17:40 a07/p07,550,893750.43299999996,505494.39,,
1111 MEMORIAL DR,RM:203,12005547,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,07/19/2012,12/07/19,[$-409]13:30 a07/p07,[$-409]13:30 a07/p07,07/16/2012,[$-409]07:30 a07/p07,18,894105.66599999997,505505.27299999999,,
1241 DICKINSON DR,101,12005560,1,TVE,THEFT OF BICYCLE,07U,,07/19/2012,12/07/19,[$-409]19:00 a07/p07,[$-409]19:00 a07/p07,07/19/2012,[$-409]19:00 a07/p07,70,893261.76699999999,503552.82699999999,,
5100 BRUNSON DR,,12005583,1,ZOE,SUSPICIOUS INCIDENT,07U,,07/20/2012,12/07/20,[$-409]12:15 a07/p07,[$-409]12:15 a07/p07,07/20/2012,[$-409]12:19 a07/p07,21,894413.07900000003,505459.51,,
1306 STANFORD DR,,12005600,1,ZOA,TRESPASS WARNING,07U,,07/21/2012,12/07/21,[$-409]01:49 a07/p07,[$-409]01:49 a07/p07,07/21/2012,[$-409]01:49 a07/p07,,,,,
1200 DICKINSON DR,,12005620,1,THK,THEFT OTHER,07U,,07/22/2012,12/07/22,[$-409]18:00 a07/p07,[$-409]18:00 a07/p07,07/22/2012,[$-409]18:30 a07/p07,866,893311.804,503288.81800000003,,
5050 BRUNSON DR,,12005627,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,07/23/2012,12/07/23,[$-409]00:00 a07/p07,[$-409]00:00 a07/p07,07/23/2012,[$-409]00:00 a07/p07,,,,,
1252 MEMORIAL DR,,12005628,1,FDD,FD SICK/INJURED PERSON,07U,,07/23/2012,12/07/23,[$-409]11:33 a07/p07,[$-409]11:33 a07/p07,07/23/2012,[$-409]11:39 a07/p07,,,,,
1306 STANFORD DR,,12005659,1,FRJ,FRAUD ELECTRONIC / COMPUTER / WIRE,07U,,07/24/2012,12/07/24,[$-409]12:00 a07/p07,[$-409]12:00 a07/p07,07/17/2012,[$-409]12:01 a07/p07,,,,,
1300 MEMORIAL DR,BLK,12005672,1,PRC,PROPERTY DAMAGED,07U,,07/24/2012,12/07/24,[$-409]09:00 a07/p07,[$-409]09:00 a07/p07,07/24/2012,[$-409]15:49 a07/p07,,,,,
1535 LEVANTE AV,,12005679,1,SCE,SIMPLE HARASSMENT,07U,,07/24/2012,12/07/24,[$-409]15:00 a07/p07,[$-409]15:00 a07/p07,07/24/2012,[$-409]18:35 a07/p07,,,,,
1301 MEMORIAL DR,,12005727,1,ZOE,SUSPICIOUS INCIDENT,07U,,07/26/2012,12/07/26,[$-409]08:30 a07/p07,[$-409]08:30 a07/p07,07/26/2012,[$-409]09:55 a07/p07,,,,,
1251 MEMORIAL DR,RM:241,12005760,1,VAC,VANDALISM TO PROPERTY,07U,,07/27/2012,12/07/27,[$-409]10:00 a06/p06,[$-409]10:00 a06/p06,07/24/2012,[$-409]16:30 a07/p07,,,,,
1211 DICKINSON DR,445,12005794,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,07/28/2012,12/07/28,[$-409]22:00 a07/p07,[$-409]22:00 a07/p07,07/26/2012,[$-409]23:00 a07/p07,67,893671.82799999998,503718.77100000001,,
1585 ALBENGA AV,,12005847,2,PRB,PROPERTY LOST,07U,,07/30/2012,12/07/30,[$-409]08:00 a07/p07,[$-409]08:00 a07/p07,07/13/2012,[$-409]16:30 a07/p07,,,,,
1585 ALBENGA AV,,12005847,1,ZOA,TRESPASS WARNING,07U,,07/30/2012,12/07/30,[$-409]08:00 a07/p07,[$-409]08:00 a07/p07,07/13/2012,[$-409]16:30 a07/p07,,,,,
1560 LIGURIA AV,302D,12005909,1,ZOE,SUSPICIOUS INCIDENT,07U,,08/ 1/2012,12/08/01,[$-409]20:15 a08/p08,[$-409]20:15 a08/p08,08/ 1/2012,[$-409]20:15 a08/p08,103,891566.97100000002,501944.41700000002,,
1300 MEMORIAL DR,,12005948,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,08/ 3/2012,12/08/03,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/ 3/2012,[$-409]00:00 a08/p08,,,,,
801 SAINT GILES TERR,,12006017,1,SCE,SIMPLE HARASSMENT,07U,,08/ 6/2012,12/08/06,[$-409]12:32 a08/p08,[$-409]12:32 a08/p08,08/ 6/2012,[$-409]12:53 a08/p08,67,893671.82799999998,503718.77100000001,,
1565 LIGURIA AV,303,12006055,1,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/ 7/2012,12/08/07,[$-409]21:40 a08/p08,[$-409]21:40 a08/p08,08/ 7/2012,[$-409]22:20 a08/p08,,,,,
1300 MEMORIAL DR,,12006063,1,VEI,VEHICLE PARKING OFFENSE / SCOFF LAW,07U,,08/ 8/2012,12/08/08,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/ 8/2012,[$-409]00:00 a08/p08,,,,,
1300 MEMORIAL DR,,12006088,1,SXE,SEXUAL INDECENT EXPOSURE,07U,,08/ 9/2012,12/08/09,[$-409]15:00 a08/p08,[$-409]15:00 a08/p08,08/ 7/2012,[$-409]15:00 a08/p08,,,,,
1300 MEMORIAL DR,,12006088,2,ZOA,TRESPASS WARNING,07U,,08/ 9/2012,12/08/09,[$-409]15:00 a08/p08,[$-409]15:00 a08/p08,08/ 7/2012,[$-409]15:00 a08/p08,,,,,
1301 MEMORIAL DR,,12006093,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,08/ 9/2012,12/08/09,[$-409]15:30 a08/p08,[$-409]15:30 a08/p08,08/ 9/2012,[$-409]07:00 a08/p08,7,893366.68200000003,505369.12400000001,,
5615 PAVIA ST,,12006103,1,FDB,FD VEHICLE / VESSEL FIRE,07U,,08/ 9/2012,12/08/09,[$-409]15:59 a08/p08,[$-409]15:59 a08/p08,08/ 9/2012,[$-409]15:59 a08/p08,,,,,
1101 STANFORD DR,614,12006129,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,08/10/2012,12/08/10,[$-409]10:20 a08/p08,[$-409]10:20 a08/p08,08/10/2012,[$-409]15:30 a08/p08,131,895221.08200000005,503966.17599999998,,
1241 DICKINSON DR,,12006186,1,ZOD,INCIDENT REPORT,07U,,08/12/2012,12/08/12,[$-409]08:30 a08/p08,[$-409]08:30 a08/p08,08/10/2012,[$-409]17:00 a08/p08,250,893858.34400000004,503792.57199999999,,
5665 PONCE DE LEON BLVD,,12006219,1,VEL,VEHICLE TRAFFIC CRASH,07U,,08/13/2012,12/08/13,[$-409]00:00 a08/p08,[$-409]00:00 a08/p08,08/13/2012,[$-409]00:00 a08/p08,,,,,
5030 BRUNSON DR,334,12006241,1,THF,THEFT FROM STRUCTURE  WITH LEGAL ACCESS / PUBLIC BUILDING,07U,,08/14/2012,12/08/14,[$-409]17:00 a08/p08,[$-409]17:00 a08/p08,08/ 9/2012,[$-409]17:00 a08/p08,17,893876.15800000005,505263.125,,
1239 DICKINSON DR,WT 1213,12006243,1,PRB,PROPERTY LOST,07U,,08/14/2012,12/08/14,[$-409]21:45 a08/p08,[$-409]21:45 a08/p08,08/13/2012,[$-409]10:00 a08/p08,74,892974.25199999998,503706.15500000003,,
5665 PONCE DE LEON BLVD,,12006246,1,ZOE,SUSPICIOUS INCIDENT,07U,,08/14/2012,12/08/14,[$-409]13:30 a08/p08,[$-409]13:30 a08/p08,08/14/2012,[$-409]13:30 a08/p08,,,,,
5501 SAN AMARO DR,,12006255,1,ALA,ALCOHOL JUVENILE VIOLATION,07U,,08/15/2012,12/08/15,[$-409]07:25 a08/p08,[$-409]07:25 a08/p08,08/15/2012,[$-409]07:28 a08/p08,35,893129.473,504239.35800000001,,
5501 SAN AMARO DR,,12006255,2,PRA,PROPERTY FOUND / IMPOUNDED,07U,,08/15/2012,12/08/15,[$-409]07:25 a08/p08,[$-409]07:25 a08/p08,08/15/2012,[$-409]07:28 a08/p08,35,893129.473,504239.35800000001,,
1231 DICKINSON DR,M512,12006274,1,VAA,VANDALISM TO STRUCTURE,07U,,08/15/2012,12/08/15,[$-409]18:35 a08/p08,[$-409]18:35 a08/p08,08/15/2012,[$-409]18:35 a08/p08,70,893261.76699999999,503552.82699999999,,
